order_id,order_date,customer_id,customer_age,region,sales_channel,product_name,category,quantity,unit_price,discount_rate,revenue,cost,campaign,payment_method,delivery_days,customer_rating,returned,gross_profit,gross_margin,month,age_group,returned_flag
ORD-00634,2025-02-08,C1347,45,East,Website,Laptop Stand,Office,4,1391.43,0.1,5009.15,3506.42,Email Offer,UPI,4,5,No,1502.73,0.3,2025-02,45-54,0
ORD-00635,2025-11-19,C1079,38,South,Mobile App,Laptop Stand,Office,2,1229.17,0.2,1966.67,1548.76,Organic,Debit Card,6,5,No,417.91,0.2125,2025-11,35-44,0
ORD-00636,2025-03-05,C1075,32,West,Website,Bluetooth Headphones,Audio,2,2610.18,0.1,4698.32,3758.66,Referral,Net Banking,4,3,No,939.66,0.2,2025-03,25-34,0
ORD-00637,2025-02-23,C1359,54,South,Mobile App,Bluetooth Headphones,Audio,3,2510.58,0.1,6778.57,5422.85,Email Offer,Debit Card,1,5,No,1355.72,0.2,2025-02,45-54,0
ORD-00638,2026-01-20,C1207,48,South,Website,Webcam Pro,Office,2,3044.4,0.2,4871.04,4323.05,Organic,Cash,2,4,No,547.99,0.1125,2026-01,45-54,0
ORD-00639,2026-01-01,C1128,61,South,Website,USB-C Hub,Accessories,2,1962.05,0.2,3139.28,2589.9,Festive Sale,Cash,6,4,No,549.38,0.175,2026-01,55+,0
ORD-00640,2025-05-27,C1045,37,West,Mobile App,Laptop Stand,Office,2,1327.19,0.05,2521.66,1672.26,Referral,UPI,8,4,No,849.4,0.3368,2025-05,35-44,0
ORD-00641,2025-02-09,C1006,45,North,Website,Smart Watch,Wearables,1,6411.34,0.1,5770.21,4808.5,Organic,Cash,5,4,No,961.71,0.1667,2025-02,45-54,0
ORD-00642,2025-12-24,C1274,40,West,Website,Bluetooth Headphones,Audio,1,2469.0,0.0,2469.0,1777.68,Influencer,Cash,5,3,No,691.32,0.28,2025-12,35-44,0
ORD-00643,2025-01-22,C1188,26,South,Mobile App,Portable Speaker,Audio,3,2084.59,0.2,5003.02,4565.24,Search Ads,UPI,2,4,No,437.78,0.0875,2025-01,25-34,0
ORD-00644,2025-06-23,C1324,54,North,Website,Smart Watch,Wearables,1,5521.22,0.1,4969.1,4140.92,Search Ads,Cash,4,4,No,828.18,0.1667,2025-06,45-54,0
ORD-00645,2026-02-27,C1236,39,West,Retail Store,Wireless Mouse,Accessories,3,735.83,0.0,2207.49,1523.17,Referral,Debit Card,2,4,No,684.32,0.31,2026-02,35-44,0
ORD-00646,2025-01-05,C1250,18,West,Mobile App,Bluetooth Headphones,Audio,1,2463.3,0.2,1970.64,1773.58,Search Ads,Net Banking,6,3,No,197.06,0.1,2025-01,18-24,0
ORD-00647,2025-07-22,C1225,60,East,Website,Mechanical Keyboard,Accessories,3,3279.93,0.2,7871.83,6887.86,Referral,Credit Card,3,5,No,983.97,0.125,2025-07,55+,0
ORD-00648,2025-02-26,C1246,60,East,Website,Smart Watch,Wearables,1,6158.53,0.15,5234.75,4618.9,Festive Sale,Cash,5,5,No,615.85,0.1176,2025-02,55+,0
ORD-00649,2025-09-11,C1380,42,East,Mobile App,USB-C Hub,Accessories,3,1967.67,0.15,5017.56,3895.98,Organic,Cash,4,3,No,1121.58,0.2235,2025-09,35-44,0
ORD-00650,2025-01-07,C1246,36,North,Mobile App,Smart Watch,Wearables,1,5526.79,0.2,4421.43,4145.09,Influencer,Credit Card,3,3,No,276.34,0.0625,2025-01,35-44,0
ORD-00651,2025-11-13,C1220,30,South,Website,USB-C Hub,Accessories,2,1822.24,0.1,3280.03,2405.35,Influencer,Credit Card,6,4,No,874.68,0.2667,2025-11,25-34,0
ORD-00652,2025-04-07,C1219,19,South,Website,USB-C Hub,Accessories,1,2029.38,0.1,1826.44,1339.39,Search Ads,Net Banking,5,4,No,487.05,0.2667,2025-04,18-24,0
ORD-00653,2025-07-28,C1027,37,South,Website,Laptop Stand,Office,1,1283.84,0.0,1283.84,808.82,Organic,Debit Card,6,3,No,475.02,0.37,2025-07,35-44,0
ORD-00654,2025-01-25,C1144,56,North,Website,USB-C Hub,Accessories,2,1833.77,0.1,3300.79,2420.58,Search Ads,Debit Card,3,2,No,880.21,0.2667,2025-01,55+,0
ORD-00655,2025-06-21,C1380,41,North,Website,Laptop Stand,Office,1,1263.92,0.2,1011.14,796.27,Search Ads,Credit Card,3,5,No,214.87,0.2125,2025-06,35-44,0
ORD-00656,2025-10-27,C1336,30,North,Retail Store,Webcam Pro,Office,1,3040.54,0.1,2736.49,2158.78,Festive Sale,UPI,3,3,No,577.71,0.2111,2025-10,25-34,0
ORD-00657,2025-10-07,C1023,26,East,Mobile App,Mechanical Keyboard,Accessories,5,3622.6,0.05,17207.35,12679.08,Organic,Debit Card,4,3,No,4528.27,0.2632,2025-10,25-34,0
ORD-00658,2025-07-07,C1258,19,North,Retail Store,Portable Speaker,Audio,1,2350.76,0.15,1998.15,1716.05,Organic,Debit Card,7,3,No,282.1,0.1412,2025-07,18-24,0
ORD-00659,2025-01-24,C1085,46,South,Mobile App,Wireless Mouse,Accessories,1,859.28,0.2,687.42,592.9,Organic,Credit Card,4,5,No,94.52,0.1375,2025-01,45-54,0
ORD-00660,2025-04-05,C1363,51,South,Mobile App,Wireless Mouse,Accessories,2,793.3,0.0,1586.6,1094.76,Organic,Debit Card,2,3,No,491.84,0.31,2025-04,45-54,0
ORD-00661,2025-10-10,C1143,26,South,Website,Bluetooth Headphones,Audio,2,2675.75,0.15,4548.77,3853.08,Festive Sale,Cash,3,3,No,695.69,0.1529,2025-10,25-34,0
ORD-00662,2025-03-01,C1210,57,East,Mobile App,Wireless Mouse,Accessories,5,827.39,0.2,3309.56,2854.5,Festive Sale,UPI,3,4,No,455.06,0.1375,2025-03,55+,0
ORD-00663,2026-02-26,C1353,42,South,Mobile App,Mechanical Keyboard,Accessories,1,3623.62,0.1,3261.26,2536.54,Festive Sale,Net Banking,2,5,No,724.72,0.2222,2026-02,35-44,0
ORD-00664,2025-04-23,C1374,45,East,Website,Mechanical Keyboard,Accessories,2,3468.8,0.15,5896.96,4856.32,Search Ads,Net Banking,2,4,No,1040.64,0.1765,2025-04,45-54,0
ORD-00665,2025-04-03,C1011,37,South,Mobile App,Portable Speaker,Audio,1,2250.92,0.15,1913.28,1643.17,Email Offer,Credit Card,2,3,No,270.11,0.1412,2025-04,35-44,0
ORD-00666,2025-02-06,C1007,56,South,Website,Webcam Pro,Office,2,3107.81,0.15,5283.28,4413.09,Festive Sale,UPI,5,2,No,870.19,0.1647,2025-02,55+,0
ORD-00667,2026-01-26,C1005,24,South,Website,Wireless Mouse,Accessories,1,811.74,0.05,771.15,560.1,Influencer,Net Banking,4,4,No,211.05,0.2737,2026-01,18-24,0
ORD-00668,2026-01-24,C1064,19,South,Website,Portable Speaker,Audio,1,2243.85,0.2,1795.08,1638.01,Festive Sale,UPI,3,5,No,157.07,0.0875,2026-01,18-24,0
ORD-00669,2025-09-19,C1336,36,South,Website,Webcam Pro,Office,1,2829.8,0.25,2122.35,2009.16,Email Offer,Net Banking,1,3,No,113.19,0.0533,2025-09,35-44,0
ORD-00670,2025-03-28,C1044,20,South,Website,Bluetooth Headphones,Audio,4,2346.4,0.2,7508.48,6757.64,Festive Sale,Debit Card,6,4,No,750.84,0.1,2025-03,18-24,0
ORD-00671,2025-11-04,C1179,24,West,Website,USB-C Hub,Accessories,2,1995.49,0.1,3591.88,2634.04,Organic,UPI,3,3,No,957.84,0.2667,2025-11,18-24,0
ORD-00672,2026-02-08,C1245,22,South,Mobile App,Wireless Mouse,Accessories,1,827.3,0.25,620.47,570.83,Email Offer,Debit Card,5,3,No,49.64,0.08,2026-02,18-24,0
ORD-00673,2025-03-16,C1218,48,East,Retail Store,Bluetooth Headphones,Audio,1,2426.76,0.15,2062.75,1747.26,Referral,Credit Card,4,5,No,315.49,0.1529,2025-03,45-54,0
ORD-00674,2025-07-16,C1298,63,West,Mobile App,Webcam Pro,Office,1,2943.64,0.2,2354.91,2089.98,Search Ads,Credit Card,2,4,No,264.93,0.1125,2025-07,55+,0
ORD-00675,2025-12-26,C1069,25,South,Website,Bluetooth Headphones,Audio,1,2522.34,0.0,2522.34,1816.09,Referral,Debit Card,6,2,No,706.25,0.28,2025-12,25-34,0
ORD-00676,2025-08-24,C1357,63,West,Website,USB-C Hub,Accessories,3,1788.95,0.0,5366.85,3542.12,Influencer,Net Banking,1,3,No,1824.73,0.34,2025-08,55+,0
ORD-00677,2025-07-10,C1188,27,North,Mobile App,Wireless Mouse,Accessories,1,738.94,0.2,591.15,509.87,Search Ads,Credit Card,1,2,No,81.28,0.1375,2025-07,25-34,0
ORD-00678,2025-08-29,C1147,25,East,Mobile App,USB-C Hub,Accessories,2,1958.32,0.15,3329.14,2584.99,Influencer,Cash,2,3,No,744.15,0.2235,2025-08,25-34,0
ORD-00679,2026-01-20,C1133,54,South,Website,USB-C Hub,Accessories,3,1963.23,0.15,5006.24,3887.2,Organic,Cash,3,4,No,1119.04,0.2235,2026-01,45-54,0
ORD-00680,2025-07-13,C1287,56,South,Website,USB-C Hub,Accessories,1,1996.99,0.15,1697.44,1318.01,Search Ads,Net Banking,4,5,No,379.43,0.2235,2025-07,55+,0
ORD-00681,2025-06-10,C1054,22,West,Website,Webcam Pro,Office,3,2888.6,0.15,7365.93,6152.71,Search Ads,Cash,3,4,No,1213.22,0.1647,2025-06,18-24,0
ORD-00682,2025-02-24,C1327,20,South,Mobile App,Bluetooth Headphones,Audio,2,2519.67,0.1,4535.41,3628.32,Search Ads,Cash,5,3,No,907.09,0.2,2025-02,18-24,0
ORD-00683,2025-01-23,C1204,50,North,Website,Portable Speaker,Audio,1,2287.55,0.2,1830.04,1669.91,Festive Sale,UPI,3,3,No,160.13,0.0875,2025-01,45-54,0
ORD-00684,2025-06-19,C1245,55,North,Mobile App,Webcam Pro,Office,3,3141.07,0.0,9423.21,6690.47,Organic,Credit Card,1,5,Yes,2732.74,0.29,2025-06,55+,1
ORD-00685,2025-12-16,C1335,27,North,Retail Store,Portable Speaker,Audio,1,2307.18,0.05,2191.82,1684.24,Search Ads,Cash,6,5,No,507.58,0.2316,2025-12,25-34,0
ORD-00686,2025-11-30,C1221,20,West,Mobile App,Mechanical Keyboard,Accessories,1,3698.28,0.1,3328.45,2588.79,Organic,Credit Card,3,5,No,739.66,0.2222,2025-11,18-24,0
ORD-00687,2025-04-17,C1159,53,South,Mobile App,Bluetooth Headphones,Audio,5,2605.48,0.15,11073.29,9379.74,Festive Sale,Debit Card,5,5,No,1693.55,0.1529,2025-04,45-54,0
ORD-00688,2025-03-28,C1236,34,South,Website,Laptop Stand,Office,2,1232.32,0.1,2218.18,1552.73,Festive Sale,Credit Card,3,5,No,665.45,0.3,2025-03,25-34,0
ORD-00689,2025-03-05,C1067,46,North,Website,Portable Speaker,Audio,1,2345.77,0.15,1993.9,1712.41,Organic,Net Banking,5,4,No,281.49,0.1412,2025-03,45-54,0
ORD-00690,2025-09-17,C1030,33,East,Retail Store,Portable Speaker,Audio,5,2366.98,0.0,11834.9,8639.48,Organic,UPI,3,5,No,3195.42,0.27,2025-09,25-34,0
ORD-00691,2025-05-29,C1179,47,South,Mobile App,Webcam Pro,Office,3,3080.17,0.25,6930.38,6560.75,Email Offer,UPI,4,4,No,369.63,0.0533,2025-05,45-54,0
ORD-00692,2025-07-23,C1360,48,South,Website,Webcam Pro,Office,1,2992.42,0.1,2693.18,2124.62,Organic,Credit Card,3,3,No,568.56,0.2111,2025-07,45-54,0
ORD-00693,2025-08-29,C1186,45,South,Website,USB-C Hub,Accessories,1,2031.61,0.1,1828.45,1340.87,Email Offer,Net Banking,4,5,No,487.58,0.2667,2025-08,45-54,0
ORD-00694,2025-05-19,C1232,44,South,Website,Laptop Stand,Office,1,1376.69,0.2,1101.35,867.31,Festive Sale,Credit Card,4,4,No,234.04,0.2125,2025-05,35-44,0
ORD-00695,2026-03-02,C1215,48,North,Retail Store,Wireless Mouse,Accessories,1,760.47,0.1,684.42,524.72,Search Ads,Cash,5,4,No,159.7,0.2333,2026-03,45-54,0
ORD-00696,2025-07-19,C1376,38,South,Website,Wireless Mouse,Accessories,2,776.47,0.2,1242.35,1071.52,Search Ads,Net Banking,6,1,No,170.83,0.1375,2025-07,35-44,0
ORD-00697,2026-03-19,C1231,26,North,Mobile App,Mechanical Keyboard,Accessories,2,3623.44,0.1,6522.19,5072.82,Organic,Credit Card,3,4,No,1449.37,0.2222,2026-03,25-34,0
ORD-00698,2025-08-04,C1008,41,West,Website,USB-C Hub,Accessories,1,1922.35,0.05,1826.23,1268.75,Influencer,Cash,3,5,Yes,557.48,0.3053,2025-08,35-44,1
ORD-00699,2026-02-24,C1278,45,West,Mobile App,Bluetooth Headphones,Audio,1,2439.91,0.15,2073.92,1756.73,Referral,Debit Card,4,4,No,317.19,0.1529,2026-02,45-54,0
ORD-00700,2025-04-01,C1318,24,West,Website,USB-C Hub,Accessories,3,1833.14,0.15,4674.51,3629.62,Influencer,UPI,4,5,No,1044.89,0.2235,2025-04,18-24,0
ORD-00701,2025-11-29,C1228,50,West,Website,Wireless Mouse,Accessories,2,747.83,0.2,1196.53,1032.0,Organic,Net Banking,3,4,Yes,164.53,0.1375,2025-11,45-54,1
ORD-00702,2025-10-10,C1238,44,North,Website,Webcam Pro,Office,1,3223.38,0.0,3223.38,2288.6,Referral,Net Banking,5,5,No,934.78,0.29,2025-10,35-44,0
ORD-00703,2025-01-04,C1213,61,South,Mobile App,Mechanical Keyboard,Accessories,1,3688.5,0.1,3319.65,2581.95,Referral,Debit Card,3,3,No,737.7,0.2222,2025-01,55+,0
ORD-00704,2026-03-07,C1201,30,East,Website,Mechanical Keyboard,Accessories,2,3530.21,0.15,6001.36,4942.29,Search Ads,Cash,4,4,No,1059.07,0.1765,2026-03,25-34,0
ORD-00705,2025-08-08,C1119,24,West,Retail Store,USB-C Hub,Accessories,1,1795.22,0.1,1615.7,1184.85,Organic,Debit Card,5,5,No,430.85,0.2667,2025-08,18-24,0
ORD-00706,2026-03-05,C1363,52,East,Website,USB-C Hub,Accessories,1,1755.53,0.15,1492.2,1158.65,Festive Sale,UPI,5,5,No,333.55,0.2235,2026-03,45-54,0
ORD-00707,2026-01-16,C1114,37,West,Mobile App,USB-C Hub,Accessories,3,1945.34,0.05,5544.22,3851.78,Search Ads,Debit Card,3,3,No,1692.44,0.3053,2026-01,35-44,0
ORD-00708,2025-12-04,C1053,25,East,Website,Wireless Mouse,Accessories,1,860.98,0.0,860.98,594.07,Influencer,Credit Card,1,4,No,266.91,0.31,2025-12,25-34,0
ORD-00709,2025-05-25,C1252,19,South,Website,Laptop Stand,Office,1,1276.3,0.1,1148.67,804.07,Search Ads,Net Banking,3,4,No,344.6,0.3,2025-05,18-24,0
ORD-00710,2025-06-10,C1311,20,South,Website,Portable Speaker,Audio,1,2222.68,0.05,2111.55,1622.55,Influencer,Unknown,3,3,No,489.0,0.2316,2025-06,18-24,0
ORD-00711,2025-11-11,C1275,19,South,Mobile App,Wireless Mouse,Accessories,1,812.57,0.0,812.57,560.67,Search Ads,UPI,4,4,No,251.9,0.31,2025-11,18-24,0
ORD-00712,2025-06-17,C1103,23,South,Website,USB-C Hub,Accessories,2,1830.23,0.05,3477.44,2415.9,Referral,Net Banking,5,4,No,1061.54,0.3053,2025-06,18-24,0
ORD-00713,2026-01-17,C1352,63,West,Mobile App,Portable Speaker,Audio,1,2083.93,0.05,1979.73,1521.27,Referral,Credit Card,1,3,No,458.46,0.2316,2026-01,55+,0
ORD-00714,2026-02-11,C1164,57,West,Website,Smart Watch,Wearables,1,5779.84,0.2,4623.87,4334.88,Influencer,Cash,2,2,No,288.99,0.0625,2026-02,55+,0
ORD-00715,2025-06-30,C1151,56,North,Website,Mechanical Keyboard,Accessories,3,3547.63,0.2,8514.31,7450.03,Referral,UPI,5,5,No,1064.28,0.125,2025-06,55+,0
ORD-00716,2025-04-03,C1191,27,West,Mobile App,Mechanical Keyboard,Accessories,1,3586.87,0.0,3586.87,2510.81,Search Ads,UPI,3,5,No,1076.06,0.3,2025-04,25-34,0
ORD-00717,2026-01-03,C1146,56,South,Mobile App,Mechanical Keyboard,Accessories,3,3256.16,0.05,9280.06,6837.94,Organic,UPI,1,3,No,2442.12,0.2632,2026-01,55+,0
ORD-00718,2025-10-21,C1141,44,West,Website,Webcam Pro,Office,1,2998.35,0.25,2248.76,2128.83,Festive Sale,Debit Card,3,3,No,119.93,0.0533,2025-10,35-44,0
ORD-00719,2025-10-30,C1207,20,South,Mobile App,Webcam Pro,Office,1,2895.53,0.25,2171.65,2055.83,Festive Sale,Net Banking,6,5,No,115.82,0.0533,2025-10,18-24,0
ORD-00720,2025-02-18,C1025,43,East,Website,Webcam Pro,Office,2,2996.03,0.2,4793.65,4254.37,Festive Sale,UPI,4,4,No,539.28,0.1125,2025-02,35-44,0
ORD-00721,2026-03-08,C1166,62,North,Website,Mechanical Keyboard,Accessories,1,3277.94,0.0,3277.94,2294.56,Search Ads,Cash,6,5,No,983.38,0.3,2026-03,55+,0
ORD-00722,2025-01-03,C1169,62,East,Retail Store,Wireless Mouse,Accessories,1,744.67,0.0,744.67,513.82,Referral,Credit Card,5,4,No,230.85,0.31,2025-01,55+,0
ORD-00723,2025-03-12,C1268,51,North,Website,Portable Speaker,Audio,3,2258.19,0.25,5080.93,4945.44,Email Offer,Net Banking,2,3,No,135.49,0.0267,2025-03,45-54,0
ORD-00724,2025-04-26,C1125,60,East,Mobile App,Bluetooth Headphones,Audio,2,2633.16,0.1,4739.69,3791.75,Organic,UPI,4,4,No,947.94,0.2,2025-04,55+,0
ORD-00725,2025-02-08,C1175,31,North,Website,Portable Speaker,Audio,2,2194.65,0.15,3730.9,3204.19,Email Offer,Net Banking,2,5,No,526.71,0.1412,2025-02,25-34,0
ORD-00726,2025-12-02,C1263,30,North,Retail Store,USB-C Hub,Accessories,1,2010.77,0.25,1508.08,1327.11,Email Offer,Net Banking,4,5,No,180.97,0.12,2025-12,25-34,0
ORD-00727,2025-03-26,C1236,29,North,Website,Laptop Stand,Office,3,1198.53,0.0,3595.59,2265.22,Search Ads,Cash,2,3,No,1330.37,0.37,2025-03,25-34,0
ORD-00728,2025-02-13,C1226,35,West,Website,Mechanical Keyboard,Accessories,1,3405.92,0.15,2895.03,2384.14,Organic,Net Banking,3,4,Yes,510.89,0.1765,2025-02,35-44,1
ORD-00729,2025-04-10,C1222,24,South,Website,Laptop Stand,Office,2,1297.67,0.2,2076.27,1635.07,Organic,UPI,5,5,No,441.2,0.2125,2025-04,18-24,0
ORD-00730,2025-10-22,C1208,43,South,Website,Laptop Stand,Office,1,1340.47,0.05,1273.45,844.49,Organic,Debit Card,3,4,No,428.96,0.3368,2025-10,35-44,0
ORD-00731,2025-09-11,C1376,18,South,Mobile App,Smart Watch,Wearables,1,6091.45,0.1,5482.3,4568.58,Influencer,Credit Card,3,2,No,913.72,0.1667,2025-09,18-24,0
ORD-00732,2025-03-29,C1342,48,North,Website,Mechanical Keyboard,Accessories,1,3757.78,0.15,3194.11,2630.45,Search Ads,UPI,2,4,Yes,563.66,0.1765,2025-03,45-54,1
ORD-00733,2025-03-29,C1024,19,East,Retail Store,Wireless Mouse,Accessories,2,795.49,0.15,1352.33,1097.78,Search Ads,Credit Card,5,4,No,254.55,0.1882,2025-03,18-24,0
ORD-00734,2026-02-01,C1132,60,North,Website,Bluetooth Headphones,Audio,2,2694.84,0.2,4311.74,3880.57,Email Offer,Debit Card,2,4,No,431.17,0.1,2026-02,55+,0
ORD-00735,2025-06-04,C1113,60,West,Website,Mechanical Keyboard,Accessories,2,3766.96,0.0,7533.92,5273.74,Search Ads,Net Banking,6,5,No,2260.18,0.3,2025-06,55+,0
ORD-00736,2025-07-04,C1348,52,North,Website,Smart Watch,Wearables,4,6361.0,0.0,25444.0,19082.99,Referral,Credit Card,4,5,No,6361.01,0.25,2025-07,45-54,0
ORD-00737,2025-05-16,C1297,51,East,Website,Mechanical Keyboard,Accessories,1,3325.77,0.1,2993.19,2328.04,Referral,Debit Card,6,5,No,665.15,0.2222,2025-05,45-54,0
ORD-00738,2025-05-28,C1149,57,North,Mobile App,Bluetooth Headphones,Audio,2,2359.15,0.15,4010.56,3397.17,Influencer,Debit Card,6,4,No,613.39,0.1529,2025-05,55+,0
ORD-00739,2025-02-03,C1003,45,North,Website,Laptop Stand,Office,1,1296.58,0.1,1166.92,816.85,Festive Sale,Cash,5,4,No,350.07,0.3,2025-02,45-54,0
ORD-00740,2025-12-07,C1017,48,North,Mobile App,USB-C Hub,Accessories,1,1835.44,0.1,1651.9,1211.39,Email Offer,Net Banking,4,5,No,440.51,0.2667,2025-12,45-54,0
ORD-00741,2025-08-05,C1224,61,North,Retail Store,Webcam Pro,Office,4,2842.24,0.2,9095.17,8071.95,Referral,Credit Card,5,5,No,1023.22,0.1125,2025-08,55+,0
ORD-00742,2025-08-02,C1224,24,East,Website,Smart Watch,Wearables,1,5695.09,0.15,4840.83,4271.32,Organic,Cash,6,3,No,569.51,0.1176,2025-08,18-24,0
ORD-00743,2025-12-17,C1014,44,West,Website,Mechanical Keyboard,Accessories,1,3729.97,0.1,3356.97,2610.98,Email Offer,Cash,6,2,No,745.99,0.2222,2025-12,35-44,0
ORD-00744,2025-07-11,C1391,51,East,Website,USB-C Hub,Accessories,3,1887.7,0.1,5096.79,3737.65,Email Offer,Debit Card,2,4,No,1359.14,0.2667,2025-07,45-54,0
ORD-00745,2026-03-01,C1063,55,East,Mobile App,Bluetooth Headphones,Audio,3,2644.67,0.2,6347.21,5712.48,Email Offer,Cash,5,4,No,634.73,0.1,2026-03,55+,0
ORD-00746,2026-01-15,C1369,18,South,Website,Portable Speaker,Audio,2,2244.12,0.05,4263.83,3276.41,Referral,UPI,4,5,No,987.42,0.2316,2026-01,18-24,0
ORD-00747,2025-02-04,C1243,19,South,Mobile App,Wireless Mouse,Accessories,1,761.2,0.0,761.2,525.23,Search Ads,Net Banking,4,5,No,235.97,0.31,2025-02,18-24,0
ORD-00748,2025-04-05,C1012,29,East,Retail Store,Smart Watch,Wearables,2,5659.45,0.25,8489.17,8489.18,Festive Sale,Credit Card,4,3,No,-0.01,-0.0,2025-04,25-34,0
ORD-00749,2025-09-19,C1342,35,West,Mobile App,Smart Watch,Wearables,1,5992.25,0.0,5992.25,4494.19,Organic,Credit Card,5,4,No,1498.06,0.25,2025-09,35-44,0
ORD-00750,2025-01-15,C1334,60,West,Website,Laptop Stand,Office,1,1202.16,0.2,961.73,757.36,Referral,Credit Card,5,4,Yes,204.37,0.2125,2025-01,55+,1
ORD-00751,2025-08-28,C1362,51,East,Website,Portable Speaker,Audio,1,2097.24,0.2,1677.79,1530.99,Organic,Cash,3,4,Yes,146.8,0.0875,2025-08,45-54,1
ORD-00752,2025-06-23,C1331,48,South,Website,Portable Speaker,Audio,2,2345.42,0.1,4221.76,3424.32,Email Offer,Credit Card,2,4,No,797.44,0.1889,2025-06,45-54,0
ORD-00753,2025-10-22,C1207,22,South,Mobile App,Laptop Stand,Office,2,1316.56,0.2,2106.5,1658.87,Referral,Net Banking,4,2,No,447.63,0.2125,2025-10,18-24,0
ORD-00754,2025-12-14,C1197,44,East,Mobile App,Portable Speaker,Audio,5,2279.28,0.15,9686.94,8319.36,Festive Sale,UPI,4,5,Yes,1367.58,0.1412,2025-12,35-44,1
ORD-00755,2025-01-20,C1358,46,West,Mobile App,Bluetooth Headphones,Audio,2,2427.49,0.0,4854.98,3495.59,Search Ads,Net Banking,3,4,No,1359.39,0.28,2025-01,45-54,0
ORD-00756,2025-08-13,C1013,58,South,Website,Laptop Stand,Office,1,1212.96,0.2,970.37,764.16,Search Ads,Credit Card,3,5,No,206.21,0.2125,2025-08,55+,0
ORD-00757,2025-01-03,C1373,59,West,Mobile App,Mechanical Keyboard,Accessories,3,3601.09,0.1,9722.94,7562.3,Search Ads,Debit Card,4,4,No,2160.64,0.2222,2025-01,55+,0
ORD-00758,2025-07-02,C1265,37,North,Website,USB-C Hub,Accessories,2,1770.82,0.0,3541.64,2337.49,Organic,Cash,7,2,No,1204.15,0.34,2025-07,35-44,0
ORD-00759,2025-10-04,C1081,36,North,Website,Mechanical Keyboard,Accessories,4,3257.12,0.2,10422.78,9119.94,Email Offer,Debit Card,6,2,No,1302.84,0.125,2025-10,35-44,0
ORD-00760,2025-07-24,C1174,44,North,Mobile App,Wireless Mouse,Accessories,4,738.91,0.1,2660.08,2039.4,Influencer,Credit Card,1,3,No,620.68,0.2333,2025-07,35-44,0
ORD-00761,2025-04-15,C1392,20,North,Website,Mechanical Keyboard,Accessories,1,3612.7,0.2,2890.16,2528.89,Organic,Cash,1,4,No,361.27,0.125,2025-04,18-24,0
ORD-00762,2025-09-03,C1180,45,East,Mobile App,USB-C Hub,Accessories,1,1815.52,0.15,1543.19,1198.24,Organic,UPI,5,4,No,344.95,0.2235,2025-09,45-54,0
ORD-00763,2025-01-29,C1199,42,South,Mobile App,Wireless Mouse,Accessories,3,796.72,0.0,2390.16,1649.21,Organic,UPI,3,5,No,740.95,0.31,2025-01,35-44,0
ORD-00764,2025-11-12,C1302,18,East,Website,Mechanical Keyboard,Accessories,1,3348.98,0.0,3348.98,2344.29,Search Ads,Cash,4,3,No,1004.69,0.3,2025-11,18-24,0
ORD-00765,2025-01-24,C1161,40,South,Mobile App,Wireless Mouse,Accessories,1,771.21,0.15,655.53,532.13,Email Offer,Net Banking,5,4,No,123.4,0.1882,2025-01,35-44,0
ORD-00766,2025-12-03,C1113,46,North,Website,Bluetooth Headphones,Audio,4,2657.99,0.2,8505.57,7655.02,Email Offer,Debit Card,4,5,No,850.55,0.1,2025-12,45-54,0
ORD-00767,2026-03-21,C1362,57,East,Website,Smart Watch,Wearables,2,6383.34,0.2,10213.34,9575.02,Festive Sale,Credit Card,6,4,No,638.32,0.0625,2026-03,55+,0
ORD-00768,2025-06-06,C1333,47,North,Website,Smart Watch,Wearables,3,6189.38,0.15,15782.92,13926.1,Festive Sale,Debit Card,2,5,Yes,1856.82,0.1176,2025-06,45-54,1
ORD-00769,2025-05-23,C1010,42,East,Retail Store,Webcam Pro,Office,1,2943.31,0.1,2648.98,2089.75,Organic,Cash,4,4,Yes,559.23,0.2111,2025-05,35-44,1
ORD-00770,2025-01-27,C1173,34,North,Mobile App,Laptop Stand,Office,1,1351.89,0.0,1351.89,851.69,Organic,Debit Card,5,5,No,500.2,0.37,2025-01,25-34,0
ORD-00771,2026-01-07,C1348,36,West,Mobile App,Webcam Pro,Office,4,3216.11,0.25,9648.33,9133.77,Festive Sale,Cash,2,5,No,514.56,0.0533,2026-01,35-44,0
ORD-00772,2025-05-14,C1144,61,West,Mobile App,USB-C Hub,Accessories,5,2022.88,0.05,9608.68,6675.5,Search Ads,Cash,4,5,No,2933.18,0.3053,2025-05,55+,0
ORD-00773,2025-06-01,C1335,56,West,Website,Mechanical Keyboard,Accessories,1,3359.33,0.1,3023.4,2351.53,Influencer,Net Banking,2,1,No,671.87,0.2222,2025-06,55+,0
ORD-00774,2025-08-25,C1297,23,West,Website,Wireless Mouse,Accessories,1,787.32,0.15,669.22,543.25,Email Offer,UPI,1,3,No,125.97,0.1882,2025-08,18-24,0
ORD-00775,2025-08-14,C1090,27,East,Mobile App,USB-C Hub,Accessories,1,1816.18,0.15,1543.75,1198.68,Search Ads,Cash,4,5,No,345.07,0.2235,2025-08,25-34,0
ORD-00776,2026-03-17,C1132,19,East,Website,Portable Speaker,Audio,2,2372.1,0.0,4744.2,3463.26,Influencer,Cash,6,4,No,1280.94,0.27,2026-03,18-24,0
